city,zone,zone_type,locality
Mangalore,Mangalore,ZONE,Adyapady
Lucknow,Aliganj,ZONE,Aliganj sector C
Mysore,Mysore,ZONE,Kanchinakere
Madurai,Madurai,ZONE,Sandaiyur
Jakarta,Cilandak/Pasar Minggu,ZONE,Cipete Selatan
Salem,Salem,ZONE,Alagapurampudur
Salem,Salem,ZONE,K.Vadugapatti
Hooghly,Hooghly,ZONE,Kalbazar
North 24 Parganas,North 24 Parganas,ZONE,Putia
Taguig,Taguig Region,ZONE,Wawa
North 24 Parganas,North 24 Parganas,ZONE,Sonekpur
Singapore,Jurong East,ZONE,Taman Jurong
Hooghly,Hooghly,ZONE,Hawakhana
Delhi,Punjabi bagh,ZONE,Moti Nagar
Ernakulam,Kakkanad,ZONE,Thuruthippuram
Erode,Erode,ZONE,Pulipar
Thrissur,Thrissur,ZONE,Vellarakad
Thrissur,Thrissur,ZONE,Chettupuzha
Lucknow,Ashiyana,ZONE,Telibagh
Hyderabad,Sanath nagar,ZONE,HAL Colony
Mysore,Mysore,ZONE,Kellur
Nellore,Nellore,ZONE,Kasumur
Warangal,Warangal,ZONE,Chalvai
Tirunelveli,Tirunelveli,ZONE,Sankarnagar
Chittoor,Chittoor,ZONE,Diguvatadakara
Allahabad,Allahabad,ZONE,Ayodhya
Chittoor,Chittoor,ZONE,Thalupulapalle
Ernakulam,Kakkanad,ZONE,Pallarimangalam
Delhi,Shahdara,ZONE,Loni
Jakarta,Cengkareng/Penjaringan/Kalideres,ZONE,Kalideres
Jakarta,Cilandak/Pasar Minggu,ZONE,Pasar Minggu
Indore,Sapna Sangeeta,ZONE,Sapna Sangeeta
Guntur,Guntur,ZONE,Chowtapapayapalem
Jakarta,PuloGadung/Duren Sawit,ZONE,Rawamangun
Salem,Salem,ZONE,Ponnammapet
Puducherry,Puducherry,ZONE,Nainar Mandapam
Noida,Sector 50,ZONE,Sector 100
Hyderabad,Sanath nagar,ZONE,Quthbullapur
Kolkata,Park street,ZONE,Middleton Row
San Juan,San Juan Region,ZONE,Mauway
San Juan,San Juan Region,ZONE,Malamig
Mumbai,Tardeo,ZONE,Jacob Circle
Ranchi,Ranchi,ZONE,Tamar
Ranchi,Ranchi,ZONE,Gajni
Ranchi,Ranchi,ZONE,Danadih
Mangalore,Mangalore,ZONE,Pejavara
Ernakulam,Tripunithura,ZONE,Marady East
Kannur,Kannur,ZONE,Pathiriyad
Tangerang,Tangerang,ZONE,Cikupa
Nashik,Nashik Road,ZONE,Dawkhar Wadi
North 24 Parganas,North 24 Parganas,ZONE,Bagdah
North 24 Parganas,North 24 Parganas,ZONE,Jaffarpur
North 24 Parganas,North 24 Parganas,ZONE,Pifa
Faridabad,Faridabad,ZONE,Rattan Chand Harjas Rai
Ranchi,Ranchi,ZONE,Ranchi Medical College
Delhi,Shastri nagar,ZONE,Shakti Nagar
Lucknow,Gomtinagar,ZONE,Vastu Khand
Kozhikode,Kozhikode,ZONE,Kakkattil
Thiruvananthapuram,Thiruvananthapuram,ZONE,Thiruvallom
Thiruvananthapuram,Thiruvananthapuram,ZONE,Vattiyoorkavu
Aurangabad,Aurangabad,ZONE,Mahora
Nellore,Nellore,ZONE,Dubagunta
Tiruchirappalli,Tiruchirappalli,ZONE,Thottiapatti
Aurangabad (BH),Aurangabad (BH),ZONE,Ghoshta
Chittoor,Chittoor,ZONE,Thimmarajukandriga
Erode,Erode,ZONE,Thavittupalayam
Hyderabad,Habsiguda,ZONE,Ramanthapur
Karur,Karur,ZONE,Rachandarthirumalai
Jakarta,Kramat Jati/Pasar Rebo,ZONE,Kampung Tengah
Salem,Salem,ZONE,Kamakkapalayam
Salem,Salem,ZONE,Kalparapatti
Mumbai,Fort area,ZONE,Thakurdwar
Singapore,Bukit Batok,ZONE,Yew Tee
Ludhiana,Ludhiana Zone 3,ZONE,Azad nagar
Nellore,Nellore,ZONE,Inamadugu
Kottayam,Kottayam,ZONE,Pathampuzha
Tiruchirappalli,Tiruchirappalli,ZONE,Pillupatti
Allahabad,Allahabad,ZONE,Trisentulapur
Guntur,Guntur,ZONE,Panchalavaram
Amritsar,Amritsar,ZONE,Jagdev Bar
Nellore,Nellore,ZONE,Brahmanakraka
Salem,Salem,ZONE,Sarkaraichettipatti
North 24 Parganas,North 24 Parganas,ZONE,Colony Ramchandra Pur
Patna,Rajendra Nagar,ZONE,Bhikhana Pahari
Greater Noida,Greater Noida,ZONE,Eta I
Mysore,Mysore,ZONE,Vani Vilas Market
Kozhikode,Kozhikode,ZONE,Kokkallur
Salem,Salem,ZONE,Swaminathapuram
Salem,Salem,ZONE,Gudalur
Visakhapatnam,MVP,ZONE,P&t Colony
Tiruchirappalli,Tiruchirappalli,ZONE,C Sector
Thiruvananthapuram,Thiruvananthapuram,ZONE,Chullimanoor
Thiruvananthapuram,Thiruvananthapuram,ZONE,Karipur
Aurangabad,Aurangabad,ZONE,Undangaon
Patna,Kankarbagh,ZONE,Chitragupta Nagar
Dantewada,Dantewada,ZONE,Pinkonda
Chittoor,Chittoor,ZONE,Avilalal
Chittoor,Chittoor,ZONE,Balajinagar
Chittoor,Chittoor,ZONE,Ctr Collectorate
Allahabad,Allahabad,ZONE,Daswar
Allahabad,Allahabad,ZONE,Nayanwar
Chittoor,Chittoor,ZONE,Pudipatla
Erode,Erode,ZONE,Nathapalayam
Lucknow,Aliganj,ZONE,Ateswa
Erode,Erode,ZONE,Chinniampalayam
Erode,Erode,ZONE,Shenbagapudur
Guntur,Guntur,ZONE,Aluru
Hooghly,Hooghly,ZONE,Harinkhola
Guntur,Guntur,ZONE,Mittagudipadu
Erode,Erode,ZONE,Komarayeevalasu
Karur,Karur,ZONE,Verisinampatti
Nellore,Nellore,ZONE,Reddypalem
Hooghly,Hooghly,ZONE,Kulbatpur
North 24 Parganas,North 24 Parganas,ZONE,Amberia
Quezon City,Quezon Region,ZONE,San Bartolome
North 24 Parganas,North 24 Parganas,ZONE,Patipukur
Ranchi,Ranchi,ZONE,"Director, IGNOU, Ashok Nagar"
Ranchi,Ranchi,ZONE,Sarbo
Kannur,Kannur,ZONE,Peruvalathuparamba
Kottayam,Kottayam,ZONE,Kanjirapally West
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kattachalkuzhy
Nellore,Nellore,ZONE,Edagali
Allahabad,Allahabad,ZONE,Umarpur Neewan
Thrissur,Thrissur,ZONE,Pulakode
Nellore,Nellore,ZONE,Doruvulapalem
Delhi,Pitampura,ZONE,Rani Bagh
Guntur,Guntur,ZONE,Rayavaram
Hooghly,Hooghly,ZONE,Astara
Chennai,Chennai South West 1,ZONE,Thoraipakkam
Karur,Karur,ZONE,Pugalur Sugar Factory
Aurangabad,Aurangabad,ZONE,Shastri Nagar
North 24 Parganas,North 24 Parganas,ZONE,Ramnagar
Gurgaon,Manesar,ZONE,Gurgaon Sector 99
Chittoor,Chittoor,ZONE,Govindareddipalle
Aurangabad (BH),Aurangabad (BH),ZONE,Poinwan
Allahabad,Allahabad,ZONE,Mehraunda
Bangalore,Yelahanka,ZONE,BEL Layout
Bangalore,Yelahanka,ZONE,Kogilu
Ahmedabad,Naranpura,ZONE,Naranpura Vistar
Guntur,Guntur,ZONE,Koppuravuru
Jakarta,PuloGadung/Duren Sawit,ZONE,Rawa Bunga
Faridabad,Faridabad,ZONE,Rahul Colony
Faridabad,Faridabad,ZONE,Sector-20
Mysore,Mysore,ZONE,Shivaraathreeswar Nagar
Kannur,Kannur,ZONE,Aralam
Kozhikode,Kozhikode,ZONE,Kallanode
Kozhikode,Kozhikode,ZONE,Vattoli Bazar
Thrissur,Thrissur,ZONE,Thampankadavu
Salem,Salem,ZONE,Devagoundanur
Aurangabad,Aurangabad,ZONE,Parundi
Warangal,Warangal,ZONE,Tallasankeesa
Warangal,Warangal,ZONE,Kundaram
Thiruvananthapuram,Thiruvananthapuram,ZONE,Moonnanakuzhy
Salem,Salem,ZONE,Kottaichedu
Aurangabad,Aurangabad,ZONE,Savandgaon
Bhubaneswar,Bhubaneswar,ZONE,Dolakasati
Chittoor,Chittoor,ZONE,Konathaneri
Dantewada,Dantewada,ZONE,Kuakonda
Guntur,Guntur,ZONE,Gangannapalem
Amritsar,Amritsar,ZONE,Sakhira
Chittoor,Chittoor,ZONE,Deenabandupuram
Delhi,Model town,ZONE,Model Town 1
Jaipur,Raja Park,ZONE,Khedi Milk
Delhi,Shastri nagar,ZONE,Kamla Nagar
Hooghly,Hooghly,ZONE,Mayalbandipur
North Goa,North Goa,ZONE,Sanvordem
South Goa,South Goa,ZONE,Mormugao
Erode,Erode,ZONE,Gobichettipalayam South
Karur,Karur,ZONE,Thumbivadi
Hooghly,Hooghly,ZONE,Gopalpur
Kolkata,Central,ZONE,Girish Park
Quezon City,Quezon Region,ZONE,Tagumpay
Thane,Vasai,ZONE,Nalasopara West
South Goa,South Goa,ZONE,Curchorem
Faridabad,Faridabad,ZONE,Escortsnagar
Faridabad,Faridabad,ZONE,Madnaka
São Paulo,Santana,ZONE,Luz
Hooghly,Hooghly,ZONE,Inchura Bazar
Madurai,Madurai,ZONE,Nagamalai
Salem,Salem,ZONE,Vadachennimalai
Taguig,Taguig Region,ZONE,Parang
Ranchi,Ranchi,ZONE,Bindhani
Ranchi,Ranchi,ZONE,Bongaiburu
Mysore,Mysore,ZONE,Ayyarahalli
Salem,Salem,ZONE,Naripadi
Mysore,Mysore,ZONE,Coimbatore Colony
Ernakulam,Kakkanad,ZONE,Piraroor
Kottayam,Kottayam,ZONE,Parampuzha
Kozhikode,Kozhikode,ZONE,Ponmeri Parambil
Warangal,Warangal,ZONE,Chitakodur
Bangalore,Indiranagar,ZONE,CV Raman Nagar
Warangal,Warangal,ZONE,Korukondapalli
Allahabad,Allahabad,ZONE,Garha
Aurangabad (BH),Aurangabad (BH),ZONE,Kara
Bilaspur,Bilaspur,ZONE,Kotmi
Amritsar,Amritsar,ZONE,Chheharta
Guntur,Guntur,ZONE,Gundlapalle
Mohali,Mohali,ZONE,Bhago Majra
Erode,Erode,ZONE,Marudurai
Nellore,Nellore,ZONE,Kammapalem
Tangerang,Tangerang,ZONE,Kiara Payung
Ludhiana,Ludhiana Zone 2,ZONE,Aman nagar
Hooghly,Hooghly,ZONE,Laluka
North Goa,North Goa,ZONE,Pissurlem
Kottayam,Kottayam,ZONE,Nedumanny
Kozhikode,Kozhikode,ZONE,Chaniyankadavu
Aurangabad,Aurangabad,ZONE,Gadhe Jalgaon
Tiruchirappalli,Tiruchirappalli,ZONE,Kannuthu
Nagpur,Ramdaspeth,ZONE,Khamla
Nellore,Nellore,ZONE,Varakavipadu
Kottayam,Kottayam,ZONE,Melukavu
Thiruvananthapuram,Thiruvananthapuram,ZONE,Malayam
Tiruchirappalli,Tiruchirappalli,ZONE,Kariyamanickam
Chittoor,Chittoor,ZONE,Veerakanellore
Aurangabad (BH),Aurangabad (BH),ZONE,Teyap
Aurangabad (BH),Aurangabad (BH),ZONE,Hartholi
Delhi,Model town,ZONE,Gujranwala Town
Lucknow,Hazratganj,ZONE,Lalbagh
Nellore,Nellore,ZONE,Gandipalem
Nellore,Nellore,ZONE,Guvvadi
Nellore,Nellore,ZONE,Vedicherla
Nellore,Nellore,ZONE,Chinna Annalur
Salem,Salem,ZONE,Maramangalam
Salem,Salem,ZONE,Arisipalayam
North 24 Parganas,North 24 Parganas,ZONE,Swarupnagar
Hyderabad,Sanath nagar,ZONE,Ranga Reddy Nagar
Ahmedabad,Saraspur,ZONE,Krishnanagar
Ahmedabad,Satellite,ZONE,S A C
Hooghly,Hooghly,ZONE,Kundughat
Singapore,Bukit Batok,ZONE,Choa Chu Kang
Gurgaon,Badli,ZONE,Badli
Ranchi,Ranchi,ZONE,Maheshpur
Kannur,Kannur,ZONE,Ulikkal
Jamshedpur,Jamshedpur,ZONE,Baridih
Thrissur,Thrissur,ZONE,Palissery
Thrissur,Thrissur,ZONE,Vadookkara
Aurangabad,Aurangabad,ZONE,Borgaon Bazar
Nellore,Nellore,ZONE,Kotha Kodur
Visakhapatnam,Gajuwaka,ZONE,INS Kalinga
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Laitkor Peak
Kozhikode,Kozhikode,ZONE,Chalapuram
Kozhikode,Kozhikode,ZONE,East Hill
Tiruchirappalli,Tiruchirappalli,ZONE,Alambadi
Tiruchirappalli,Tiruchirappalli,ZONE,Methal
Aurangabad,Aurangabad,ZONE,Tidka
Dantewada,Dantewada,ZONE,Parcheli
Guntur,Guntur,ZONE,Penumuli
Amritsar,Amritsar,ZONE,Sangna
Amritsar,Amritsar,ZONE,Tut
Bhubaneswar,Bhubaneswar,ZONE,Ashok Nagar
Warangal,Warangal,ZONE,Gollapalli
Kanpur,Swaroop Nagar,ZONE,Bima Vihar
Mohali,Mohali,ZONE,Kharar
Chittoor,Chittoor,ZONE,Diguvamagham
Chittoor,Chittoor,ZONE,Todatara
Guwahati,Guwahati,ZONE,Rupnagar
Erode,Erode,ZONE,Rettalavalasu
Madurai,Madurai,ZONE,Tirumalpuram
Allahabad,Allahabad,ZONE,Kapraura
Allahabad,Allahabad,ZONE,Satti Chaura
Nashik,Gangapur Road,ZONE,Shivaji Nagar
Indore,Sapna Sangeeta,ZONE,Gumasta Nagar
Meerut,Sadar Bazaar,ZONE,Rly. Road Meerut
Gurgaon,CivilLines,ZONE,Gurgaon Sector 23
Faridabad,Faridabad,ZONE,Atali
Faridabad,Faridabad,ZONE,Badarpur Syed
Meerut,Sadar Bazaar,ZONE,Thapar Nagar
Hooghly,Hooghly,ZONE,Natunbazar
São Paulo,Mooca,ZONE,Tatuapé
Salem,Salem,ZONE,Vellarinaickenpalayam
Tangerang,Tangerang,ZONE,Dangdang
Quezon City,Quezon Region,ZONE,Don Manuel
Chennai,Chennai North East,ZONE,George Town
South Goa,South Goa,ZONE,Sanguem
Salem,Salem,ZONE,Dadapuram
Mysore,Mysore,ZONE,Vyasarajapura
Salem,Salem,ZONE,Thettigiripatti
Kottayam,Kottayam,ZONE,Vakathanam South
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Slipi
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kottapuram
Nellore,Nellore,ZONE,Dontali
Warangal,Warangal,ZONE,Obulkeshavapur
Tirunelveli,Tirunelveli,ZONE,Singikulam
Tirunelveli,Tirunelveli,ZONE,Vadi
Chittoor,Chittoor,ZONE,Thimmapuram
Aurangabad (BH),Aurangabad (BH),ZONE,Mirzapur
Aurangabad (BH),Aurangabad (BH),ZONE,M. Chaturbhuj
Amritsar,Amritsar,ZONE,Guru Ka Bagh
Amritsar,Amritsar,ZONE,Bhindi Aulakh
Chennai,Chennai North East,ZONE,Broadway
Delhi,Lajpat nagar,ZONE,Jangpura
Amritsar,Amritsar,ZONE,Nag Kalan
Kottayam,Kottayam,ZONE,Kayyoor
Kozhikode,Kozhikode,ZONE,Payimbra
Aurangabad,Aurangabad,ZONE,Session Court
Aurangabad,Aurangabad,ZONE,Tuljapur Sawangi
Tiruchirappalli,Tiruchirappalli,ZONE,Shanamangalam
Tiruchirappalli,Tiruchirappalli,ZONE,Thalugaimangapattipudur
Tirunelveli,Tirunelveli,ZONE,Anjankattalai
Agra,Taj Ganj,ZONE,Rajpur
Allahabad,Allahabad,ZONE,Bagbana
Chittoor,Chittoor,ZONE,Kagathi
Guwahati,Guwahati,ZONE,Gopinathnagar
Kozhikode,Kozhikode,ZONE,Calicut Civil Station
Chittoor,Chittoor,ZONE,Gajulamandyam
Puducherry,Puducherry,ZONE,Bahoor
Warangal,Warangal,ZONE,Choutapalli
Chittoor,Chittoor,ZONE,Jangampalle
Chittoor,Chittoor,ZONE,Kuppam
Chittoor,Chittoor,ZONE,S.V.University
Guntur,Guntur,ZONE,Gorantla
Guntur,Guntur,ZONE,Chintapallipadu
Lucknow,Ashiyana,ZONE,Purseni
Noida,Sector 15,ZONE,Sector 1
Dantewada,Dantewada,ZONE,Kukanar
Jaipur,Raja Park,ZONE,Kookas
Kakinada,Kakinada,ZONE,Madhavapatnam
Karur,Karur,ZONE,Panjamadevi
Madurai,Madurai,ZONE,Kilavaneri
Guntur,Guntur,ZONE,Singhiskhanpet
Warangal,Warangal,ZONE,Rajupet
Erode,Erode,ZONE,Araipalayam
Nellore,Nellore,ZONE,Bedusupalli
Nellore,Nellore,ZONE,Nagulapadu
Nellore,Nellore,ZONE,Matumadugu
Erode,Erode,ZONE,Talamalai
Madurai,Madurai,ZONE,Thiagarajar Engg College
Lucknow,Ashiyana,ZONE,South City
Jaipur,C Scheme,ZONE,C Scheme
Kolkata,Jadavpur,ZONE,Panchanantala
Kolkata,Dum dum,ZONE,South Sinhee
Kolkata,Santoshpur,ZONE,Telecom Factory
Tirunelveli,Tirunelveli,ZONE,Melanarikudi
Mumbai,Goregaon,ZONE,Jogeshwari
Delhi,Mehrauli,ZONE,Sangam Vihar
Bangalore,Yelahanka,ZONE,Judicial Layout
São Paulo,Lapa,ZONE,Vila Madalena
Allahabad,Allahabad,ZONE,S R Marg
Chittoor,Chittoor,ZONE,Iruguvoi
Faridabad,Faridabad,ZONE,Alipur
Amritsar,Amritsar,ZONE,Saurian
Amritsar,Amritsar,ZONE,Pringri
Amritsar,Amritsar,ZONE,Ratta Gudda
Ernakulam,Kakkanad,ZONE,Neriamangalam
Kozhikode,Kozhikode,ZONE,Pannicode
Thrissur,Thrissur,ZONE,Vattanathara
Aurangabad,Aurangabad,ZONE,Wakulni
Chittoor,Chittoor,ZONE,Ripunjirajapuram
Allahabad,Allahabad,ZONE,Bhagwatipurkhutana
Chittoor,Chittoor,ZONE,Kurmai
Aurangabad (BH),Aurangabad (BH),ZONE,Panrawan
Bilaspur,Bilaspur,ZONE,Krgikhurd
Rajahmundry,Rajahmundry,ZONE,Satellite City
Delhi,Shastri nagar,ZONE,Sri Nagar Colony
Nellore,Nellore,ZONE,Juvvalapalem
Salem,Salem,ZONE,Salem Fort
Aurangabad,Aurangabad,ZONE,Phulmbri
Tiruchirappalli,Tiruchirappalli,ZONE,Andanallur
Tiruchirappalli,Tiruchirappalli,ZONE,Navalurkottapattu
Visakhapatnam,Gajuwaka,ZONE,V. Juttada
Agra,Taj Ganj,ZONE,Namner
Kozhikode,Kozhikode,ZONE,Karad Paramba
Thiruvananthapuram,Thiruvananthapuram,ZONE,Balaramapuram
Patna,Raja Bazar,ZONE,Kurji Md. Pur
Bhopal,Old Bhopal,ZONE,Kurana
Dantewada,Dantewada,ZONE,Pedka
Tiruchirappalli,Tiruchirappalli,ZONE,Oddampatti
Bhubaneswar,Bhubaneswar,ZONE,Kalpana Square
Warangal,Warangal,ZONE,Galivarigudem
Amritsar,Amritsar,ZONE,Assarapur
Lucknow,Ashiyana,ZONE,Adampur Janubi
Tirunelveli,Tirunelveli,ZONE,Melanilithanallur
Chittoor,Chittoor,ZONE,Katappagaripalle
Chittoor,Chittoor,ZONE,Ellamarajupalle
Guntur,Guntur,ZONE,Tobacco Colony
Guntur,Guntur,ZONE,Domalagundam
Jaipur,C Scheme,ZONE,Jahota
San Juan,San Juan Region,ZONE,Novaliches
Kolkata,Salt lake,ZONE,Telephone Bhawan
Kolkata,Salt lake,ZONE,Keshtopur
North 24 Parganas,North 24 Parganas,ZONE,Uttar Malikanghumti
Chittoor,Chittoor,ZONE,Yeddulavaripalle
Mysore,Mysore,ZONE,Chikkadaganahalli
Kottayam,Kottayam,ZONE,Vengathanam
Kannur,Kannur,ZONE,Narikkodmala
Thrissur,Thrissur,ZONE,Puthur-trichur
Warangal,Warangal,ZONE,Serole
Tirunelveli,Tirunelveli,ZONE,Tiruvembalapuram
Kozhikode,Kozhikode,ZONE,Kottamparamba
North Goa,North Goa,ZONE,Siolim
Amritsar,Amritsar,ZONE,Udhonangal
Jaipur,Malviya Nagar,ZONE,Sitapura Industrial Area
Chennai,Chennai South East 1,ZONE,Chamiers Road
Nellore,Nellore,ZONE,Jayampu
Tangerang,Tangerang,ZONE,Pasir Muncang
Chennai,Chennai South East 1,ZONE,Navalur
Ernakulam,Kakkanad,ZONE,Kottuvally
Kannur,Kannur,ZONE,Veerpad
Manila,Manila Region,ZONE,Santa Ana
San Juan,San Juan Region,ZONE,Batis
Hyderabad,Marredpally,ZONE,Padmarao Nagar
Guntur,Guntur,ZONE,Lalpuram
Erode,Erode,ZONE,Kovilpalayam
Erode,Erode,ZONE,L.M.Palapalayam
Karur,Karur,ZONE,Pallapatti Bazaar
North 24 Parganas,North 24 Parganas,ZONE,Bagu
Quezon City,Quezon Region,ZONE,Masambong
Quezon City,Quezon Region,ZONE,Sauyo
Thrissur,Thrissur,ZONE,Thanissery
Aurangabad,Aurangabad,ZONE,Naigavhan
Tiruchirappalli,Tiruchirappalli,ZONE,Manachanalloor North
Nellore,Nellore,ZONE,Basinenipalli
Warangal,Warangal,ZONE,Medapalli
Tangerang,Tangerang,ZONE,Rajegmulya
Kottayam,Kottayam,ZONE,Adukkam
Kozhikode,Kozhikode,ZONE,Puthur- Kotuvalli
Thiruvananthapuram,Thiruvananthapuram,ZONE,Puthiathura
Warangal,Warangal,ZONE,Geegugonda
Tiruchirappalli,Tiruchirappalli,ZONE,Vengadathanur
Warangal,Warangal,ZONE,Laknepalli
North 24 Parganas,North 24 Parganas,ZONE,Ganrapota
North 24 Parganas,North 24 Parganas,ZONE,Hridaypur
Bangalore,JP Nagar,ZONE,Hulimavu
Surat,Varaccha,ZONE,Kadodara
Erode,Erode,ZONE,Kadukkampalayam
Erode,Erode,ZONE,Kottupullampalayam
Karur,Karur,ZONE,Kottapatti
Karur,Karur,ZONE,Rengapalayam
Salem,Salem,ZONE,Vellarivalli
Jakarta,Cengkareng/Penjaringan/Kalideres,ZONE,Kamal
Nellore,Nellore,ZONE,Gangavaram
Tirunelveli,Tirunelveli,ZONE,Kasidharmam
Bilaspur,Bilaspur,ZONE,Barampur
Kakinada,Kakinada,ZONE,Kothuru
Thrissur,Thrissur,ZONE,Vylathur
Aurangabad,Aurangabad,ZONE,Nidhona
North 24 Parganas,North 24 Parganas,ZONE,Barrackpore Sripalli
Quezon City,Quezon Region,ZONE,Batasan Hills
Coimbatore,Race Course,ZONE,Town Hall
Tirunelveli,Tirunelveli,ZONE,Seelathikulam
Thrissur,Thrissur,ZONE,Kizhupillikkara
Agra,Agra City,ZONE,Yamuna Kinara
Nellore,Nellore,ZONE,Ranganayakulapeta
Nellore,Nellore,ZONE,Marupur
Mysore,Mysore,ZONE,Rampura
Tiruchirappalli,Tiruchirappalli,ZONE,Sivankoil
Aurangabad,Aurangabad,ZONE,Balegaon
Warangal,Warangal,ZONE,Tirumalapur
Tirunelveli,Tirunelveli,ZONE,Sathirakondan
Warangal,Warangal,ZONE,Kommulavancha
Guntur,Guntur,ZONE,Chilakaluripet
Chittoor,Chittoor,ZONE,Parikidona
Chittoor,Chittoor,ZONE,Kothur Venkatapuram
Aurangabad (BH),Aurangabad (BH),ZONE,Khutha
Chittoor,Chittoor,ZONE,Venuthanapalle
Chittoor,Chittoor,ZONE,Rallabudugur
Amritsar,Amritsar,ZONE,Asal Autar
Kozhikode,Kozhikode,ZONE,Muyipoth
Chittoor,Chittoor,ZONE,Anjimedu
Kannur,Kannur,ZONE,Pazhassiraja Nagar
Hooghly,Hooghly,ZONE,Aniya
North 24 Parganas,North 24 Parganas,ZONE,Barrackpore
Quezon City,Quezon Region,ZONE,Marilag
Anantapur,Anantapur,ZONE,Adarsh Nagar
South Goa,South Goa,ZONE,Curdi
Singapore,City,ZONE,Cantonment
Ahmedabad,Paldi,ZONE,I I M
São Paulo,Mooca,ZONE,Vila Santo Estevão
São Paulo,Mooca,ZONE,Jardim Anália Franco
São Paulo,Jabaquara,ZONE,Alto da Boa Vista
Nagpur,Sadar,ZONE,Sadar
Bhopal,East Bhopal,ZONE,Balampur
Aurangabad,Aurangabad,ZONE,Dawarwadi
Aurangabad,Aurangabad,ZONE,Andhari
Visakhapatnam,Gajuwaka,ZONE,Pedagadi
Tiruchirappalli,Tiruchirappalli,ZONE,Murungai
Visakhapatnam,Gajuwaka,ZONE,Vellanki
Tirunelveli,Tirunelveli,ZONE,Uthayathur
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Tomang
Kannur,Kannur,ZONE,Olayampadi
Kottayam,Kottayam,ZONE,Parippu
Chittoor,Chittoor,ZONE,Chowdepalle
Kozhikode,Kozhikode,ZONE,Iim Kozhikode Campus
Nellore,Nellore,ZONE,Trunk Road
Dantewada,Dantewada,ZONE,Gumda
Amritsar,Amritsar,ZONE,Kot Mehtab
Bhubaneswar,Bhubaneswar,ZONE,Kedargouri
Delhi,Malviya nagar,ZONE,Safdarjung Enclave
Lucknow,Aliganj,ZONE,Maharishi Vidya Mandir
Mysore,Mysore,ZONE,Modur
Mysore,Mysore,ZONE,Anandur
Chennai,Chennai South 1,ZONE,Vanagaram
Erode,Erode,ZONE,Mathur
Karur,Karur,ZONE,Sengunthapuram
Guntur,Guntur,ZONE,Murthuzapuram
Jakarta,Kebayoran/Bintaro,ZONE,Pondok Pinang
North 24 Parganas,North 24 Parganas,ZONE,Chorashi
Ernakulam,Panampilly Nagar,ZONE,Dry Dock
Kottayam,Kottayam,ZONE,Elampally
Warangal,Warangal,ZONE,Yellampet
Tirunelveli,Tirunelveli,ZONE,Karisathan
Tirunelveli,Tirunelveli,ZONE,Kulasekaramangalam
Chittoor,Chittoor,ZONE,Tirupati North
Tangerang,Tangerang,ZONE,Muara
Delhi,Nehru place,ZONE,Indraprastha
Noida,Sector 18,ZONE,Sector 26
Ahmedabad,Paldi,ZONE,Stadium Marg
Erode,Erode,ZONE,Mukasipidariyur
Erode,Erode,ZONE,Polavakalipalayam
Guntur,Guntur,ZONE,Ithanagar
Guntur,Guntur,ZONE,Tenali Bazar
Jakarta,Kebayoran/Bintaro,ZONE,Petukangan Utara
Mohali,Mohali,ZONE,Siswan
Mohali,Mohali,ZONE,Sector-53
Kanpur,Kakadeo,ZONE,Pandu Nagar
Mangalore,Mangalore,ZONE,Kollur
Ernakulam,Kakkanad,ZONE,Nellikuzhy
Ranchi,Ranchi,ZONE,Susaimuru
Gurgaon,Badsharpur,ZONE,Gurgaon Sector 63
Kozhikode,Kozhikode,ZONE,Eramala
North 24 Parganas,North 24 Parganas,ZONE,Kharua Rajapur
Delhi,Punjabi bagh,ZONE,Karampura
Ernakulam,Kakkanad,ZONE,Inchathotty
Pune,Vishrantwadi,ZONE,Kharadi
Tirunelveli,Tirunelveli,ZONE,Idaiyankulam
Bangalore,Banashankari + RR Nagar,ZONE,Kengeri
Allahabad,Allahabad,ZONE,Piyari Urf Bijlipur
Jakarta,PuloGadung/Duren Sawit,ZONE,Jatinegara
Ranchi,Ranchi,ZONE,Angara
Ranchi,Ranchi,ZONE,Tetebandrampur
Mangalore,Mangalore,ZONE,Alangar
Chittoor,Chittoor,ZONE,Kammapalle
Dantewada,Dantewada,ZONE,Bangali Camp
Guntur,Guntur,ZONE,Nadendla
Coimbatore,Race Course,ZONE,Commercial Tax Office Building
Guntur,Guntur,ZONE,NSP Colony
Nellore,Nellore,ZONE,Tummalagunta Pg Centre
Madurai,Madurai,ZONE,Ma Race Course
Tangerang,Tangerang,ZONE,Panongan
Quezon City,Quezon Region,ZONE,North Fairview
San Juan,San Juan Region,ZONE,Barangka Ibaba
North 24 Parganas,North 24 Parganas,ZONE,Ramlakshi Busti Lane
Kottayam,Kottayam,ZONE,Kanjirappara
Surat,Athawa,ZONE,Athwa
Vadodara,Vasna Road,ZONE,Atladara
Ludhiana,Ludhiana Zone 1,ZONE,Qila mohalla
Ludhiana,Ludhiana Zone 3,ZONE,Field Gunj
Ranchi,Ranchi,ZONE,Beyasi
Mangalore,Mangalore,ZONE,Padupanambur
Kannur,Kannur,ZONE,Ponniam West
